baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_name.84	gene_type.84	chr.84	start.84	stop.84	loc.84	Gene	gene_type.107	chr	start	stop.107	loc.107	gene_id.107
ACER2	80.3806647400097	-0.263782996061921	0.147754866742724	-1.78527450145672	0.0742168027044269	0.348786959770261	ENSG00000177076	ACER2	protein_coding	chr9	19409059	19452020	chr9:19409059	ACER2	protein_coding	chr9	19409009	19452505	chr9:19409009	ENSG00000177076
ACER3	745.341167618284	0.247869930595982	0.152063371063625	1.63004363813735	0.10309227440262	0.406396823007901	ENSG00000078124	ACER3	protein_coding	chr11	76860867	77026797	chr11:76860867	ACER3	protein_coding	chr11	76860859	77026797	chr11:76860859	ENSG00000078124
ACIN1	8238.19160803519	-0.14958802590917	0.0758491431342413	-1.9721781911817	0.0485892683777523	0.286475028362349	ENSG00000100813	ACIN1	protein_coding	chr14	23058564	23095614	chr14:23058564	ACIN1	protein_coding	chr14	23058564	23095614	chr14:23058564	ENSG00000100813
ACKR3	75.306581558604	-0.916219896594083	0.30227859250964	-3.03104460354686	0.00243709243388657	0.0607907847660017	ENSG00000144476	ACKR3	protein_coding	chr2	236567787	236582358	chr2:236567787	ACKR3	protein_coding	chr2	236567787	236582354	chr2:236567787	ENSG00000144476
ACKR4	85.112136582344	0.700124571260663	0.214277140744979	3.26737872657128	0.00108548361520688	0.038673282226512	ENSG00000129048	ACKR4	protein_coding	chr3	132597237	132618967	chr3:132597237	ACKR4	protein_coding	chr3	132597270	132618967	chr3:132597270	ENSG00000129048
ACLY	3604.10213526725	-0.310895393397876	0.182620771690075	-1.70240981089214	0.0886785721789811	0.380216706498354	ENSG00000131473	ACLY	protein_coding	chr17	41866908	41930542	chr17:41866908	ACLY	protein_coding	chr17	41866917	41930542	chr17:41866917	ENSG00000131473
ACO1	597.212474736855	-0.416183537268939	0.127398175812264	-3.26679353621384	0.00108772977069327	0.038673282226512	ENSG00000122729	ACO1	protein_coding	chr9	32384603	32454769	chr9:32384603	ACO1	protein_coding	chr9	32384603	32454769	chr9:32384603	ENSG00000122729
ACO2	2613.03725178399	0.017465166908775	0.198329003785149	0.0880615874403077	0.929827726509428	0.977884226800883	ENSG00000100412	ACO2	protein_coding	chr22	41469125	41528989	chr22:41469125	ACO2	protein_coding	chr22	41447830	41529273	chr22:41447830	ENSG00000100412
ACOT11	563.022106016164	0.134186521877738	0.0912357742293977	1.47076651687471	0.141354270461095	0.467088985894314	ENSG00000162390	ACOT11	protein_coding	chr1	54542257	54639192	chr1:54542257	ACOT11	protein_coding	chr1	54542257	54639192	chr1:54542257	ENSG00000162390
ACOT13	486.112194631732	-0.134415108694294	0.112700846650607	-1.19267168516493	0.232997978987356	0.58128689639821	ENSG00000112304	ACOT13	protein_coding	chr6	24667035	24705065	chr6:24667035	ACOT13	protein_coding	chr6	24667035	24705065	chr6:24667035	ENSG00000112304
ACOT2	375.204352501025	-0.0296579034987797	0.229728657135696	-0.129099712106276	0.897278749808702	0.968026039020965	ENSG00000119673	ACOT2	protein_coding	chr14	73567620	73575658	chr14:73567620	ACOT2	protein_coding	chr14	73567620	73575658	chr14:73567620	ENSG00000119673
ACOT4	102.093677129699	-0.249647155647808	0.217296827256671	-1.14887621139965	0.250607028056684	0.598894439714087	ENSG00000177465	ACOT4	protein_coding	chr14	73591706	73596496	chr14:73591706	ACOT4	protein_coding	chr14	73591873	73595766	chr14:73591873	ENSG00000177465
ACOT7	233.947715401348	0.0576168265105231	0.268648975512089	0.214468811580971	0.830181485860249	0.942664572876769	ENSG00000097021	ACOT7	protein_coding	chr1	6264269	6394391	chr1:6264269	ACOT7	protein_coding	chr1	6264269	6393767	chr1:6264269	ENSG00000097021
ACOT8	310.784598433053	-0.0397815211562953	0.214171976985558	-0.185745687723552	0.852644198096689	0.951059340748459	ENSG00000101473	ACOT8	protein_coding	chr20	45841721	45857406	chr20:45841721	ACOT8	protein_coding	chr20	45841721	45857405	chr20:45841721	ENSG00000101473
ACOX1	1085.68232193352	-0.0464453078925481	0.0636180237908684	-0.730065241341476	0.465350306467008	0.768661518898745	ENSG00000161533	ACOX1	protein_coding	chr17	75941507	75979363	chr17:75941507	ACOX1	protein_coding	chr17	75941507	75979177	chr17:75941507	ENSG00000161533
ACOX3	344.617476176456	-0.344703779416822	0.157197197438843	-2.19281122712718	0.0283209827082348	0.221302224723348	ENSG00000087008	ACOX3	protein_coding	chr4	8366282	8440723	chr4:8366282	ACOX3	protein_coding	chr4	8366282	8440723	chr4:8366282	ENSG00000087008
ACOXL	158.040192812076	0.161053226716825	0.116317268580448	1.38460289415613	0.166173926028071	0.501311228152032	ENSG00000153093	ACOXL	protein_coding	chr2	110732573	111118222	chr2:110732573	ACOXL	protein_coding	chr2	110732539	111120610	chr2:110732539	ENSG00000153093
ACP1	2453.17780537233	0.153541980068826	0.111817138570893	1.37315247046391	0.169704952001498	0.505720782705745	ENSG00000143727	ACP1	protein_coding	chr2	264140	278283	chr2:264140	ACP1	protein_coding	chr2	264140	278283	chr2:264140	ENSG00000143727
ACP2	409.180579358769	-0.0713542020819929	0.130305974365633	-0.547589643754753	0.583973702026727	0.837302349963454	ENSG00000134575	ACP2	protein_coding	chr11	47239302	47248906	chr11:47239302	ACP2	protein_coding	chr11	47239302	47248906	chr11:47239302	ENSG00000134575
ACP5	631.634147844797	-0.385638473367649	0.266082570685947	-1.44931880496153	0.147248571869916	0.475512990690369	ENSG00000102575	ACP5	protein_coding	chr19	11574660	11579008	chr19:11574660	ACP5	protein_coding	chr19	11574653	11579993	chr19:11574653	ENSG00000102575
ACP6	703.455852233003	0.00347682304138718	0.155272023209788	0.0223918190122998	0.982135406199644	0.994135027089865	ENSG00000162836	ACP6	protein_coding	chr1	147629652	147670496	chr1:147629652	ACP6	protein_coding	chr1	147629652	147670524	chr1:147629652	ENSG00000162836
ACRBP	103.051203715516	-0.338193026702899	0.172040871180922	-1.96577141455677	0.0493250212104802	0.288418925474766	ENSG00000111644	ACRBP	protein_coding	chr12	6638075	6647460	chr12:6638075	ACRBP	protein_coding	chr12	6638075	6647433	chr12:6638075	ENSG00000111644
ACSF2	238.892203738108	-0.266689354126191	0.173109125384647	-1.54058518598375	0.123417775633185	0.439013166497762	ENSG00000167107	ACSF2	protein_coding	chr17	50426158	50474845	chr17:50426158	ACSF2	protein_coding	chr17	50426158	50474845	chr17:50426158	ENSG00000167107
ACSF3	1028.88593527677	-0.0122625310473106	0.158019216091985	-0.0776015180341889	0.938145034808143	0.980029442658146	ENSG00000176715	ACSF3	protein_coding	chr16	89088375	89155846	chr16:89088375	ACSF3	protein_coding	chr16	89088375	89164121	chr16:89088375	ENSG00000176715
ACSL1	459.281998988616	-0.0861591725895747	0.131628273781808	-0.654564328119927	0.512748297390866	0.798497674795725	ENSG00000151726	ACSL1	protein_coding	chr4	184755595	184826818	chr4:184755595	ACSL1	protein_coding	chr4	184755595	184826818	chr4:184755595	ENSG00000151726
ACSL3	895.710265789276	0.41414054655899	0.163863307475254	2.52735376174151	0.0114925674783781	0.139316442739721	ENSG00000123983	ACSL3	protein_coding	chr2	222860934	222944639	chr2:222860934	ACSL3	protein_coding	chr2	222860942	222944639	chr2:222860942	ENSG00000123983
ACSL5	2194.58537690669	-0.465300552538184	0.144037024552693	-3.23042324696149	0.00123607087180693	0.0415735088146743	ENSG00000197142	ACSL5	protein_coding	chr10	112374018	112428380	chr10:112374018	ACSL5	protein_coding	chr10	112374116	112428379	chr10:112374116	ENSG00000197142
ACSL6	1130.04841803411	-0.0944160346746383	0.102371800368271	-0.922285574103289	0.356379636706496	0.693016718329073	ENSG00000164398	ACSL6	protein_coding	chr5	131949973	132012243	chr5:131949973	ACSL6	protein_coding	chr5	131949973	132012243	chr5:131949973	ENSG00000164398
ACSM3	176.732513493556	-0.227958318104598	0.176605823301362	-1.29077464062783	0.196781833757772	0.541025879607319	ENSG00000005187	ACSM3	protein_coding	chr16	20610243	20797581	chr16:20610243	ACSM3	protein_coding	chr16	20610243	20797581	chr16:20610243	ENSG00000005187
ACSS1	2565.16499879559	-0.182690142908401	0.160587875573883	-1.13763347485315	0.25527356258884	0.602820027496327	ENSG00000154930	ACSS1	protein_coding	chr20	25006230	25058980	chr20:25006230	ACSS1	protein_coding	chr20	25006230	25058980	chr20:25006230	ENSG00000154930
ACSS2	824.287210451967	-0.00302004639552203	0.184802128805177	-0.0163420541475788	0.98696150765566	0.99567927250687	ENSG00000131069	ACSS2	protein_coding	chr20	34872146	34927962	chr20:34872146	ACSS2	protein_coding	chr20	34872146	34927962	chr20:34872146	ENSG00000131069
ACTA2	211.276698389047	-0.362817559550299	0.14275100412155	-2.54161126069115	0.0110342821063926	0.136148210015061	ENSG00000107796	ACTA2	protein_coding	chr10	88935074	88991390	chr10:88935074	ACTA2	protein_coding	chr10	88935074	88991339	chr10:88935074	ENSG00000107796
ACTA2-AS1	246.793788596096	0.087707953613738	0.217630513977052	0.403013125369847	0.686938568790609	0.885293057126369	ENSG00000180139	ACTA2-AS1	antisense	chr10	88932390	88940820	chr10:88932390	ACTA2-AS1	lncRNA	chr10	88932390	88940820	chr10:88932390	ENSG00000180139
ACTB	82951.1216841329	-0.403164894369777	0.205727548277733	-1.95970300402114	0.0500305138523872	0.291068408467005	ENSG00000075624	ACTB	protein_coding	chr7	5527151	5563784	chr7:5527151	ACTB	protein_coding	chr7	5526409	5563902	chr7:5526409	ENSG00000075624
ACTG1	38366.6491838313	-0.230822196568015	0.214799421307315	-1.07459412675873	0.282556482522463	0.628672036928143	ENSG00000184009	ACTG1	protein_coding	chr17	81509971	81523847	chr17:81509971	ACTG1	protein_coding	chr17	81509413	81523847	chr17:81509413	ENSG00000184009
ACTL6A	618.52424720118	-0.525920633015929	0.142474369394056	-3.69133504680645	0.000223080050660973	0.0158834060891857	ENSG00000136518	ACTL6A	protein_coding	chr3	179562880	179588408	chr3:179562880	ACTL6A	protein_coding	chr3	179562886	179588407	chr3:179562886	ENSG00000136518
ACTN1	4964.06753164901	-0.0428715615439319	0.170324386016213	-0.251705363786552	0.801268810759026	0.931388765000947	ENSG00000072110	ACTN1	protein_coding	chr14	68874143	68979440	chr14:68874143	ACTN1	protein_coding	chr14	68874128	68979440	chr14:68874128	ENSG00000072110
ACTN4	4459.40318996925	-0.319466883487115	0.218740852803371	-1.46048110992	0.14415789544432	0.471549793024209	ENSG00000130402	ACTN4	protein_coding	chr19	38647649	38731583	chr19:38647649	ACTN4	protein_coding	chr19	38647649	38731589	chr19:38647649	ENSG00000130402
ACTR10	939.816379694812	-0.237741501818344	0.113942307906064	-2.08650769136907	0.0369326592288163	0.2514978367435	ENSG00000131966	ACTR10	protein_coding	chr14	58200080	58235636	chr14:58200080	ACTR10	protein_coding	chr14	58200080	58235636	chr14:58200080	ENSG00000131966
ACTR1A	1432.32200542404	-0.367074175223233	0.195424330271636	-1.87834429169084	0.060334081117605	0.317188660727837	ENSG00000138107	ACTR1A	protein_coding	chr10	102479229	102502711	chr10:102479229	ACTR1A	protein_coding	chr10	102461881	102502712	chr10:102461881	ENSG00000138107
ACTR1B	2778.74160134532	0.107937095283741	0.197802113567257	0.545682214093432	0.585284399909578	0.83817153909862	ENSG00000115073	ACTR1B	protein_coding	chr2	97655963	97664107	chr2:97655963	ACTR1B	protein_coding	chr2	97655939	97664044	chr2:97655939	ENSG00000115073
ACTR2	8439.21699881052	-0.184608709780608	0.154956963003906	-1.19135472328503	0.233514359383094	0.581991134793303	ENSG00000138071	ACTR2	protein_coding	chr2	65227753	65271253	chr2:65227753	ACTR2	protein_coding	chr2	65227788	65271253	chr2:65227788	ENSG00000138071
ACTR3	5856.10890340136	-0.488539235907307	0.171205412742575	-2.85352681367543	0.00432368789623451	0.0832184393602349	ENSG00000115091	ACTR3	protein_coding	chr2	113889960	113962596	chr2:113889960	ACTR3	protein_coding	chr2	113890063	113962596	chr2:113890063	ENSG00000115091
ACTR3B	203.076525334112	-0.236594290385625	0.142174665428784	-1.66411005555794	0.096090437927585	0.395020812276925	ENSG00000133627	ACTR3B	protein_coding	chr7	152759749	152855378	chr7:152759749	ACTR3B	protein_coding	chr7	152759749	152855378	chr7:152759749	ENSG00000133627
ACTR3C	206.451513049074	-0.261891746424168	0.15574738472422	-1.68151617369304	0.0926626975860737	0.388586766528723	ENSG00000106526	ACTR3C	protein_coding	chr7	150243916	150323725	chr7:150243916	ACTR3C	protein_coding	chr7	150243916	150323725	chr7:150243916	ENSG00000106526
ACTR5	655.536688138871	0.0443170257648313	0.121642941308202	0.364320570418853	0.715618640869034	0.89758788677763	ENSG00000101442	ACTR5	protein_coding	chr20	38748442	38772520	chr20:38748442	ACTR5	protein_coding	chr20	38748460	38772520	chr20:38748460	ENSG00000101442
ACTR6	566.961634048526	-0.0510410615902203	0.156531460346259	-0.326075419454426	0.744367293972449	0.909828709711201	ENSG00000075089	ACTR6	protein_coding	chr12	100199122	100241865	chr12:100199122	ACTR6	protein_coding	chr12	100199122	100241865	chr12:100199122	ENSG00000075089
ACTR8	613.921947286415	-0.373996345210715	0.110874006514735	-3.37316524374909	0.000743093426689827	0.0316876520493596	ENSG00000113812	ACTR8	protein_coding	chr3	53867066	53882202	chr3:53867066	ACTR8	protein_coding	chr3	53867066	53882152	chr3:53867066	ENSG00000113812
ACVR1	1035.80507781504	0.131655100964199	0.112482686232455	1.17044769620919	0.24182085094482	0.591234342422293	ENSG00000115170	ACVR1	protein_coding	chr2	157736444	157875862	chr2:157736444	ACVR1	protein_coding	chr2	157736251	157876330	chr2:157736251	ENSG00000115170
ACVR1B	747.750965466103	0.411617027500799	0.145832355347852	2.82253568845525	0.00476455187699862	0.087096125089767	ENSG00000135503	ACVR1B	protein_coding	chr12	51951667	51997078	chr12:51951667	ACVR1B	protein_coding	chr12	51951699	51997078	chr12:51951699	ENSG00000135503
ACVR1C	435.503713758327	-0.0513808474530123	0.177351784922802	-0.289711476404804	0.772036975792124	0.920946468314393	ENSG00000123612	ACVR1C	protein_coding	chr2	157526767	157629005	chr2:157526767	ACVR1C	protein_coding	chr2	157526767	157628864	chr2:157526767	ENSG00000123612
ACVR2A	815.200844745775	0.071342407765477	0.190016523439969	0.375453705151152	0.707323070226018	0.894513317255312	ENSG00000121989	ACVR2A	protein_coding	chr2	147844517	147930826	chr2:147844517	ACVR2A	protein_coding	chr2	147844517	147930826	chr2:147844517	ENSG00000121989
ACVR2B	835.31929751651	-0.0200149177148842	0.223127836998619	-0.0897015719065484	0.928524366779117	0.97761310866848	ENSG00000114739	ACVR2B	protein_coding	chr3	38453851	38493142	chr3:38453851	ACVR2B	protein_coding	chr3	38453890	38493142	chr3:38453890	ENSG00000114739
ACVR2B-AS1	110.816873637843	0.451385961059986	0.15744562985924	2.8669322956981	0.00414471670123126	0.0815973764714641	ENSG00000229589	ACVR2B-AS1	antisense	chr3	38451027	38454820	chr3:38451027	ACVR2B-AS1	lncRNA	chr3	38451027	38454820	chr3:38451027	ENSG00000229589
ACY1	168.346414548063	0.265583127701472	0.246513076060368	1.07735918899667	0.281319829002209	0.627625969086367	ENSG00000243989	ACY1	protein_coding	chr3	51983340	51989197	chr3:51983340	ACY1	protein_coding	chr3	51983340	51989197	chr3:51983340	ENSG00000243989
ACYP1	259.501675414596	-0.336423093682891	0.189922420860166	-1.77137113227189	0.0764990057891906	0.353993305368221	ENSG00000119640	ACYP1	protein_coding	chr14	75053221	75069483	chr14:75053221	ACYP1	protein_coding	chr14	75053237	75069483	chr14:75053237	ENSG00000119640
ACYP2	436.519705932469	0.0586374865999494	0.112825867764476	0.519716690523094	0.603261052100172	0.847088871701994	ENSG00000170634	ACYP2	protein_coding	chr2	53970838	54305300	chr2:53970838	ACYP2	protein_coding	chr2	53970838	54305300	chr2:53970838	ENSG00000170634
ADA	1143.32177369655	0.0309681648629713	0.204138561567879	0.151701690386771	0.879422223869434	0.961054074966078	ENSG00000196839	ADA	protein_coding	chr20	44619522	44652233	chr20:44619522	ADA	protein_coding	chr20	44584896	44652252	chr20:44584896	ENSG00000196839
ADAL	220.200617802085	-0.205741168499859	0.124248251765443	-1.65588783404582	0.0977445358094877	0.398095102816415	ENSG00000168803	ADAL	protein_coding	chr15	43330674	43354555	chr15:43330674	ADAL	protein_coding	chr15	43330672	43354569	chr15:43330672	ENSG00000168803
ADAM10	4113.77841648894	-0.0102821472066815	0.192834173660456	-0.0533211878968426	0.957475998713417	0.98555641133138	ENSG00000137845	ADAM10	protein_coding	chr15	58588807	58749978	chr15:58588807	ADAM10	protein_coding	chr15	58588809	58749791	chr15:58588809	ENSG00000137845
ADAM15	626.599265687317	-0.0471809837295925	0.248157737861676	-0.19012497509101	0.849211199719552	0.949747618415497	ENSG00000143537	ADAM15	protein_coding	chr1	155050566	155062775	chr1:155050566	ADAM15	protein_coding	chr1	155050566	155062775	chr1:155050566	ENSG00000143537
ADAM17	1366.92003003123	0.0284478050855868	0.108630528433266	0.261876707182391	0.793416498071282	0.928526376391047	ENSG00000151694	ADAM17	protein_coding	chr2	9488486	9555792	chr2:9488486	ADAM17	protein_coding	chr2	9488486	9556732	chr2:9488486	ENSG00000151694
ADAM19	4323.96000652105	0.162079583043771	0.179258419621327	0.904167198317122	0.365906750531759	0.699929218300459	ENSG00000135074	ADAM19	protein_coding	chr5	157395534	157575775	chr5:157395534	ADAM19	protein_coding	chr5	157395534	157575775	chr5:157395534	ENSG00000135074
ADAM22	208.82470362318	-0.28892281833789	0.167869799243513	-1.72111255055936	0.0852304022772134	0.373374242457578	ENSG00000008277	ADAM22	protein_coding	chr7	87934143	88202889	chr7:87934143	ADAM22	protein_coding	chr7	87934143	88202889	chr7:87934143	ENSG00000008277
ADAM23	335.148989313029	-0.149618669135389	0.288780502749862	-0.518105161915959	0.604384898927529	0.847498540952833	ENSG00000114948	ADAM23	protein_coding	chr2	206443539	206621130	chr2:206443539	ADAM23	protein_coding	chr2	206443532	206621127	chr2:206443532	ENSG00000114948
ADAM28	161.41221491077	-0.628971312047139	0.300179875844906	-2.0953147184727	0.0361430249282785	0.248962101751405	ENSG00000042980	ADAM28	protein_coding	chr8	24294040	24359018	chr8:24294040	ADAM28	protein_coding	chr8	24294069	24359014	chr8:24294069	ENSG00000042980
ADAM8	2541.15758341748	-0.120152544346166	0.244096616951062	-0.492233550169419	0.622554249361547	0.855032104230006	ENSG00000151651	ADAM8	protein_coding	chr10	133262403	133276868	chr10:133262403	ADAM8	protein_coding	chr10	133262420	133276868	chr10:133262420	ENSG00000151651
ADAMTS10	1106.08540741184	0.237144536186082	0.19232785983517	1.23302227971195	0.217567451950359	0.564800713020803	ENSG00000142303	ADAMTS10	protein_coding	chr19	8580242	8610735	chr19:8580242	ADAMTS10	protein_coding	chr19	8580240	8610735	chr19:8580240	ENSG00000142303
ADAMTS17	333.109210245567	0.190063257512923	0.152099083215135	1.24960159847966	0.211445118920932	0.558440611893016	ENSG00000140470	ADAMTS17	protein_coding	chr15	99971589	100342005	chr15:99971589	ADAMTS17	protein_coding	chr15	99971437	100342005	chr15:99971437	ENSG00000140470
